Id,Prediction
-5868180140590653221,1
-5868085523063476821,0
-5866450657635611313,1
-5866045621711693299,0
-5864544780609073582,1
-5864427079024662668,1
-5864417748159958240,1
-5863705493075840827,0
-5862766891728691045,1
-5862552264749598375,1
-5860738087994043218,0
-5860606236178479433,1
-5860479401839734392,0
-5858935104702698172,0
-5858658944283163987,0
-5856528187694176274,0
-5856517440278388297,1
-5854999503451322610,1
-5852818430047792383,1
-5851251147183385178,1
-5849846249008233558,1
-5846614656052194836,1
-5843069410027397896,1
-5842642603449717333,1
-5841115308921427413,0
-5840830501317148670,1
-5840699977613436572,1
-5839575744668373563,0
-5838763537779596058,1
-5837563529560491698,0
-5837351598768301834,0
-5833999665802542197,1
-5831628762149564069,1
-5830472435167735423,1
-5828516614768254619,1
-5827877795009321628,1
-5827872678810954591,1
-5827449673904733036,0
-5824240109478882850,1
-5823236545457165035,1
-5822771758213411754,0
-5822627953163952475,0
-5822146864391213717,1
-5821860965189396733,1
-5821263055865723480,1
-5815705679750390719,1
-5813976307392199521,1
-5812769318365278887,0
-5812216836623948211,1
-5811337778553669333,0
-5810862471022733757,0
-5808547590119645419,0
-5807767239301753992,1
-5806852855590146868,0
-5806396857914968503,1
-5804221468054929225,1
-5803150344165794083,0
-5801633580729980395,1
-5801557126196497456,1
-5800286089878898248,0
-5799909208942653485,1
-5798427607017766899,1
-5796928274106528180,0
-5794382242893360609,0
-5794146002348965200,0
-5793782009321740110,1
-5791902726769010898,1
-5791238631635871419,0
-5790920146952282103,1
-5790785143764693792,0
-5789802652922831896,0
-5785770147313335299,1
-5784931284946970300,0
-5784691883523210934,1
-5784175545439108418,0
-5783440840384661452,1
-5780543970894218333,0
-5775490133355789130,0
-5774314190267709728,0
-5773557142137832975,0
-5772510823072576332,1
-5772309658393414259,1
-5771935264364700438,0
-5771380393898345089,0
-5771046243135290638,1
-5770853216890001252,1
-5765615679399184508,1
-5763621169428688692,1
-5761783067472232886,1
-5761265961562586105,1
-5760091783934697041,1
-5759568403235284665,1
-5758963789250701722,0
-5758874893144138802,1
-5758840926236398842,1
-5758087144729482499,0
-5757948888012883871,1
-5757915144279346590,1
-5754430989358821706,0
-5753549267923251769,1
-5751389768252550729,0
-5748348428143091625,1
-5747348707023655379,0
-5747346467487310418,1
-5746401292504667547,1
-5746074168947569048,1
-5745311095338073444,1
-5744293619747894326,0
-5742918922195478562,0
-5741262402121079077,0
-5740765903029605784,0
-5739175720619179200,1
-5738941102616443893,0
-5738842503542619770,1
-5738285105546208682,1
-5736343082357750287,0
-5736214035429854649,1
-5734660327996591304,1
-5734388210947387434,1
-5733522385615925111,1
-5728811026845805780,0
-5728501302287981038,1
-5726961174875648374,1
-5726912082594321429,0
-5726629355665606815,1
-5724218021487353664,0
-5723160309583608537,0
-5722514188411183560,0
-5722050408519629279,1
-5721918050638690426,1
-5720625696105447202,1
-5718646105940177555,1
-5718059979204428914,1
-5714812064851220338,0
-5714143406972581678,1
-5713739155012802814,1
-5712723531197441621,0
-5712664005629605045,1
-5712124985620340164,1
-5711127267403632211,1
-5710708270216951568,0
-5709888640392488613,1
-5709598698430406238,0
-5709447002901280234,1
-5709197855029756802,0
-5708993662675036798,0
-5707719100027515253,1
-5705617314406294804,1
-5701913432800962529,0
-5701303934398175661,1
-5699781476312877555,1
-5699191461135920693,1
-5697520562763823518,1
-5696787057385190835,0
-5694963707051360108,0
-5694775598522738804,0
-5694362887956552144,1
-5692803813449553828,1
-5692572934081240354,0
-5691581094322664676,1
-5690406205483601462,1
-5689918530882615192,0
-5688743676252492874,0
-5688137643480582791,0
-5686699719586697349,0
-5684844560876087734,0
-5682920093186115057,0
-5681549949924767940,0
-5681337567520959410,1
-5680373514301689474,0
-5680200890199511405,0
-5679590906011829441,1
-5679071598010120290,1
-5679054798992232556,1
-5678776260370703205,1
-5676992932270034602,0
-5674670328588923886,0
-5673171269455867684,0
-5672999736478077505,1
-5672742396643021178,1
-5672476018934561726,0
-5670848851503491950,0
-5668803489990504338,0
-5668068380975261514,0
-5667775716231639117,0
-5666173948152705573,1
-5666072155428276804,1
-5665564448243553250,1
-5664080991230399051,0
-5662841739859346756,1
-5662665240754469814,0
-5662319128838140760,0
-5660804116220240355,0
-5659903524758613941,1
-5658411496346310205,0
-5658043458162321010,1
-5655972465599508898,1
-5654966010664064469,1
-5650711159925435572,1
-5650563011449123202,0
-5650461085511974072,0
-5647810485489553784,0
-5647808665825522823,0
-5647803745559313643,0
-5646104140273139467,0
-5645733237266754958,1
-5645476225438874478,1
-5641130141051389662,1
-5640427682224149482,0
-5640041516925979913,1
-5638597736068191713,1
-5635902270812637418,0
-5635814370564555380,0
-5634917220215359221,0
-5632293249873515675,0
-5629489612553075982,1
-5629120377981117403,1
-5628131892179435909,1
-5627343999167170346,1
-5627106060818058062,0
-5626796565742470989,0
-5626557595564348426,1
-5626285309039695558,0
-5622771731580194365,1
-5622636340208462058,0
-5622498616619003860,0
-5621822307245310425,1
-5621439760440827907,0
-5620433710029735770,1
-5620251359168996254,1
-5619038279104588150,1
-5618735252460785025,0
-5618353280738891270,1
-5617395206017287330,1
-5617207890153308592,0
-5615672730792007531,0
-5615176744364447771,1
-5614710628484093617,1
-5613348206063112069,0
-5612130913474874584,0
-5611998842415668740,1
-5611172623855046311,1
-5608869819437973368,1
-5606677363867715267,0
-5606415902409135606,0
-5605695074634915048,0
-5604914058065093912,1
-5603792022012678117,0
-5602842562938721180,1
-5602718896417663192,0
-5602301496533390041,1
-5602090379713788757,1
-5602074402959870941,1
-5601061110609071404,1
-5600572477010967618,1
-5600354771479478388,1
-5598941507881363704,1
-5598646747805997090,0
-5598479264562258851,0
-5596287725586054653,0
-5595859570249592196,1
-5594692070181007243,0
-5589404132684081312,1
-5585286230487840259,0
-5583638283605993091,1
-5583349175125711246,0
-5580830424492648705,0
-5577999427837289307,1
-5577708675667211238,0
-5576949416417001395,0
-5574672605500397479,1
-5574533601743378792,0
-5573475162579474360,0
-5569571595516957764,1
-5568793506331515211,1
-5568366820752500200,1
-5565206877304617722,1
-5564768099401810645,1
-5564245726070615727,0
-5564113917134959420,0
-5563864688755630033,0
-5560611073233603001,0
-5556188311038724930,0
-5554774547329272419,1
-5552562543423012578,1
-5548768869272245191,0
-5548017204352554160,0
-5547905510075201043,1
-5546518151187030395,0
-5546036392127207216,1
-5545968880859151288,1
-5545697778317705136,0
-5544426856001778411,1
-5543252454297887311,0
-5543072167115731416,1
-5542652247570408136,0
-5540498652199705875,1
-5540024116254686877,0
-5539464079154113983,0
-5536711733346894760,0
-5536243964030106282,1
-5535996580236392618,1
-5535993874386580107,0
-5535688131647706650,1
-5534250882163513186,1
-5534189500480561875,1
-5533905350886223975,0
-5532883669578263976,0
-5530495645580090097,0
-5528696203408980900,1
-5526028029913474450,0
-5525920857872067046,1
-5525007419131236693,0
-5524337673171977720,1
-5520258700919609344,1
-5519297533847761405,0
-5515334908007270663,0
-5507453155233072896,1
-5506087641963983483,1
-5504132504877933704,1
-5503586427861070952,0
-5503175489524220203,0
-5502769587479741992,1
-5502056442329318605,1
-5501995389341605762,0
-5499972444380404895,1
-5499263445315560833,0
-5498321473527922572,1
-5498146835573726940,0
-5498050185005771511,0
-5497335540909402984,1
-5495549562477842280,0
-5495377727381697726,0
-5495350840786405637,1
-5495174184575887042,1
-5493323408555397815,0
-5492108862299659352,0
-5490733621117153823,1
-5490491546995223460,1
-5489455729581115761,0
-5489283304603439391,1
-5489118398218072302,1
-5488958568832873937,1
-5488903236143362377,0
-5487284725367157445,0
-5485396206975949589,1
-5481364677449707854,1
-5480692332296787826,0
-5479815059806981504,1
-5476194552304250179,0
-5475075115549464771,0
-5474637350879378797,0
-5473615460055564314,0
-5471155151515226324,0
-5471047218343352657,1
-5469792581440823379,1
-5469568311910598035,0
-5467532592982969633,1
-5465862141616819811,0
-5461410368018102100,1
-5460957646514104088,1
-5460450628364406453,1
-5459245150857949063,1
-5458379815751017660,0
-5458200462300773772,0
-5458186401876976419,0
-5453627024491937871,0
-5452889994380643287,0
-5451218402451514585,1
-5450335613557226096,0
-5446286857255985988,0
-5445029787734866366,0
-5444963180492813363,1
-5443555739253213256,0
-5443116596239230004,0
-5441229115973597695,0
-5440272276244225708,0
-5438061611296852594,0
-5434654580622335384,1
-5434179373290645591,0
-5432213417766811479,1
-5430136258948817573,1
-5429505769427684591,0
-5428663068440689062,0
-5426492290801785165,0
-5424703061068378581,1
-5424499258761241392,0
-5423931252104181648,0
-5422007182253526406,1
-5420281197416064280,1
-5419008097812653761,1
-5418419413833220519,0
-5415739803249366003,0
-5415176178821569298,0
-5413777628827445183,0
-5412153111072289371,1
-5412149356331701005,0
-5410546476191422411,1
-5410532054536227643,0
-5408189429237470878,1
-5406111648889415468,0
-5403903401375876914,0
-5403714698224563386,0
-5402981101284527727,0
-5402423701794805613,0
-5401681131577191790,1
-5400223115052745307,1
-5399792102330693270,0
-5399682376858188572,0
-5399364788650736804,1
-5397872181529311712,0
-5394670583484314911,1
-5393994033229179647,0
-5392529183774328563,0
-5392462210967034505,0
-5391229392460753675,1
-5390544386350931064,0
-5389475522772161755,0
-5388986690106770547,1
-5388583478031924855,0
-5386386569724369085,0
-5385411554316024097,1
-5384575855598649631,1
-5380553547917354888,1
-5379523815746989231,0
-5378981904555294832,1
-5377055122769548160,0
-5376595313235912096,1
-5374276739396130560,0
-5373923676337180472,1
-5371906456115934267,0
-5370269591034531928,1
-5368874773329130470,0
-5367966954180481698,0
-5367732855916970835,0
-5366970496989705431,1
-5365951747725148106,1
-5365721055076336365,0
-5364025209194338569,1
-5361397277696180676,0
-5359768786917339261,1
-5357966972107196620,1
-5357096797319604443,0
-5356499545455903405,1
-5355390536750154268,1
-5354490235760985808,1
-5353916477522978990,0
-5353259839615421812,0
-5351730529320814465,0
-5350231935858497942,1
-5347752410267915771,0
-5347155996929721120,1
-5345708038350104085,0
-5345617262307066086,1
-5343885844970086778,1
-5343031133130348676,1
-5341098073406394601,1
-5339746663677184483,0
-5338303385138284008,1
-5337321813397083659,0
-5335036503475238370,0
-5335025310082131936,0
-5333426048996416485,0
-5333422854354824569,1
-5333182495309201419,1
-5332828281562161517,0
-5331674925690437058,1
-5331651602447712565,1
-5330810208043751844,1
-5329967973065028590,1
-5329080050267354842,1
-5328794621011135231,1
-5328357469517801699,0
-5328171419259670682,1
-5327572362721494194,1
-5327566741729700826,1
-5327403804834483067,1
-5326054413123176276,0
-5325689756933857988,0
-5324683650157716172,1
-5322545313219656685,0
-5322364722360732496,1
-5321258400948606169,0
-5320601142355232695,1
-5320506487462259183,1
-5319339377803187599,0
-5318266812432730448,0
-5317504234057136617,1
-5316823031017328503,1
-5316766655600136996,0
-5314025538371630665,0
-5313870674833049368,0
-5313740126396351194,1
-5311754433639228272,1
-5311323571782649084,0
-5309687200715822970,0
-5308342637791632583,1
-5306242179559791552,0
-5303811770936477872,0
-5303803224203410027,1
-5302506737812777559,0
-5301950668900601095,1
-5301481583338965960,1
-5301120603750295814,1
-5300782669124746304,0
-5296561711102585220,0
-5296048724266252523,0
-5294037571675575763,0
-5291893400901347588,0
-5290794779705745264,0
-5290599119302768316,1
-5290098319202976277,0
-5289105688004616369,1
-5288801568425474908,0
-5288409630361461727,1
-5288288766000276941,1
-5287060497346703607,1
-5285938845460094986,1
-5285675767508466032,0
-5284385037685193097,0
-5282779994543140863,1
-5282479272905070463,1
-5281067581308465246,0
-5281019045848233738,1
-5280705904026591343,0
-5280197602444937411,0
-5279718548898037183,0
-5277393414775169468,0
-5277138080334050403,1
-5276776063902825903,0
-5276247120286990891,0
-5276092670167374655,0
-5275776548599316085,0
-5275389236808853537,1
-5274197543603806577,0
-5272590718696498541,0
-5271975052119383625,0
-5268043764414854113,0
-5267033985027738744,1
-5266914975283913033,1
-5265966328984187306,1
-5265726663436591895,1
-5262835616158201433,1
-5261986849820999573,0
-5258784276497190714,0
-5257371396273006796,1
-5257113905096798729,1
-5254874748554331050,1
-5254857180395422478,1
-5254298144451509312,1
-5252998818310491822,1
-5249904517298167643,1
-5249081022714332859,1
-5248907682334396483,1
-5248755956855524028,0
-5244259337767578216,0
-5243485916281114626,1
-5242527099406340690,1
-5242136307795936897,1
-5241152985223495591,0
-5238925698807757955,1
-5237969675376210573,0
-5237550651591292974,1
-5237353738334348474,0
-5236061883319351777,0
-5235469314356583074,1
-5235036539487020167,0
-5234146622473084788,0
-5232974224874796870,0
-5232830092605982739,1
-5231222857813879443,1
-5228801667979526534,1
-5228786369764093405,0
-5227214407983508608,0
-5226605427876353758,0
-5226412698670484184,0
-5226410756202098949,1
-5226300460164697837,1
-5224376473456429662,1
-5224117649841383393,0
-5221499205723094887,1
-5220538269867136323,1
-5219985961703008633,1
-5218093401852002852,0
-5212486477703454364,0
-5210153009564554386,0
-5209091746718150973,1
-5208336833170780015,1
-5207463155449809911,1
-5207435313729159065,1
-5207358471061874290,1
-5206321725347940104,0
-5205152818110417087,1
-5203166597680653516,1
-5202618667919470093,1
-5201814288029534835,1
-5201506720003367895,1
-5201419498927411003,1
-5201171021483985637,0
-5200777718782755530,1
-5199967100280470693,0
-5199213353028141359,1
-5197275712255474165,1
-5197124309626534048,1
-5196933552683928053,1
-5196447567131590062,0
-5196411949013620454,0
-5195674641530643632,0
-5194420536661276131,0
-5194108174147966392,1
-5193092632481422149,1
-5192185502493614905,0
-5191145102262904657,0
-5189980134316246810,0
-5189687826831299727,0
-5188591396582760495,1
-5187657157147941892,0
-5187330504295679138,0
-5185536460903398599,0
-5184510966533522162,1
-5182192314419023124,1
-5181341554008482531,0
-5180531119076061033,0
-5180175533063640499,1
-5179832882967985687,1
-5179709618980981470,1
-5178502830181567038,1
-5178132054436740089,0
-5176496076049581569,0
-5176276558776633108,0
-5176132554516103801,1
-5175948445764197635,0
-5174128613149421181,0
-5169745384763660630,1
-5166432872280794088,1
-5165114558441253071,0
-5164713495896599314,1
-5164410525884402503,0
-5163834147600420425,0
-5162575919412631039,0
-5161784871550175336,1
-5160023594587216700,1
-5159342974146954995,0
-5158615271946196509,1
-5155597560041440319,0
-5154689614814521840,0
-5154473825564360526,1
-5154270270547845478,0
-5150660108422668499,0
-5149783355142958479,0
-5147306906163992814,0
-5145815391499245562,0
-5145699349519517602,1
-5144717240059224427,1
-5144242455828205903,0
-5142320247410499659,1
-5138418633873800021,0
-5137644401738660053,1
-5136833915618596354,1
-5134414306054861222,1
-5134154068563991343,0
-5132457179461798755,0
-5132393182916175984,1
-5131121700190135587,0
-5129814282119961648,1
-5128549553028805495,1
-5126266412237160383,0
-5122702969306542348,1
-5122196864184616401,0
-5121042638730595510,1
-5118249548503016531,1
-5115986955167294417,0
-5115620157822499040,1
-5115519142813937191,0
-5115010502303680147,1
-5112408046060978550,1
-5112289220772854260,0
-5112088798175194409,1
-5112021024609204923,1
-5110983801055293741,1
-5110374211579895891,0
-5109775407397852097,1
-5109767816230972417,0
-5109468462191363299,1
-5108995366537771624,0
-5108716468973215863,0
-5106910314700813606,1
-5105088909333214367,1
-5104470015967220488,0
-5101614582901721197,0
-5098808938569014185,0
-5097073056801343531,1
-5096162771997403798,1
-5094631778220313842,1
-5094369376082338140,1
-5093586473497723301,1
-5092164246614527809,0
-5091505729323258195,1
-5090667722925384637,0
-5089004338418097023,1
-5088541025426048227,0
-5082991732779863982,0
-5079375411736183941,1
-5076305892539545328,1
-5075040024430673367,0
-5074424881590493745,0
-5074195031533057616,0
-5073969017623933885,0
-5069214572612874260,1
-5066385668059065372,1
-5064870669327245042,0
-5064767781326875428,0
-5063278653198256957,1
-5062706798223739730,1
-5061805523882627423,1
-5059625596994301829,0
-5058425871160407023,1
-5057276350252906699,1
-5056659611983072690,1
-5044456271154743911,1
-5041989623219753262,1
-5040718914241892899,0
-5040206380835431739,1
-5038300400473334450,1
-5037667439801516952,0
-5036231817656458118,1
-5035656321226038192,1
-5032923979522487227,1
-5032225588482750385,1
-5031418855303911809,1
-5030678185487174734,1
-5030613661722118837,0
-5030223751989041043,0
-5030171644570933430,1
-5028838834594366545,0
-5027672255687159256,1
-5027416160023723440,1
-5027170014827576843,0
-5023548775786539483,0
-5023323051336658037,1
-5020256332879478774,0
-5019453185592728020,1
-5018710209159837015,1
-5018694408362026355,0
-5017964872443427473,0
-5017353392862964114,1
-5017177860388064869,0
-5016480506134247252,1
-5015933218890567100,1
-5012758367843675646,0
-5011063767838639655,0
-5009575525279427456,0
-5007106649140393764,0
-5006416965948864090,1
-5005164720255180938,0
-5004480677434391988,1
-5002833095199620877,1
-5002633718466272787,1
-5001333131526589467,0
-4999586466451937010,1
-4999392482981545110,0
-4998654539760080414,1
-4997653716511224498,1
-4997381966279120153,1
-4996674788236516119,0
-4996427361821733334,0
-4995713717370317379,1
-4993039999142544238,1
-4991507042439206790,1
-4989731311623719723,1
-4987409440242578742,0
-4987272056432419482,0
-4986729052163234149,0
-4986068660465769764,0
-4984368647409109686,0
-4983101184495918895,0
-4982711452435936391,0
-4982593972061197790,1
-4982212748860464665,0
-4982210054248925594,1
-4982006461207169559,0
-4978390438732469024,0
-4978331730976198568,0
-4974693866998598953,1
-4973553499745919900,0
-4972397440074526258,1
-4970545477216882326,0
-4969722700767379633,1
-4968139360278307628,1
-4967304523684006992,1
-4964897189293629353,0
-4964067284403360499,1
-4963531699914682861,1
-4963253274939645720,0
-4962627264319121845,1
-4961727340368795028,1
-4961638507156347192,1
-4960577943088953902,0
-4956999952762335512,1
-4956389437652299615,1
-4955848851509091445,0
-4954627366624333133,1
-4954531716147534668,1
-4953729795627756421,1
-4953312414848509519,1
-4952509521009590605,1
-4951966161992611916,0
-4948985044764184536,1
-4948697205639762295,0
-4948087842368813565,1
-4946172552277157111,0
-4943424116872769106,0
-4939996771559734264,1
-4939701224767101718,0
-4939507121342398638,0
-4939315597890385030,0
-4936820974863912620,0
-4935679311658713100,1
-4934807323689454034,1
-4932425939964019166,0
-4932104152218533955,0
-4930195813460316953,0
-4929373694673699606,1
-4928027880762667035,0
-4927952840786168162,0
-4924195934642770233,1
-4923386214522721551,0
-4922725176133034135,1
-4919361638548417508,0
-4919254871985680431,1
-4916361131706083643,1
-4915600595003388218,0
-4915253708976695334,0
-4914418490050845377,0
-4913137436132534449,1
-4911581623869673715,1
-4911269309596502770,1
-4908754964412642304,1
-4908436610681653115,1
-4907338947332545431,1
-4906258396331697043,0
-4904112727608970375,0
-4903969437164149290,0
-4903515887181780875,0
-4903478005694284480,1
-4903211383473651589,1
-4902972723833145931,0
-4902471690665816573,0
-4900765331881519902,0
-4900583364559412614,1
-4900451271034980675,0
-4899004353698334863,1
-4898492399656298870,1
-4897935897887191892,1
-4897771301511990784,1
-4896632786482252328,1
-4896473844060726447,1
-4895439298096564254,0
-4893859497755033300,0
-4893325873825693970,1
-4893183589473576011,0
-4892667885801104095,1
-4892577313382246113,0
-4892328815362693526,0
-4891848221636869855,1
-4888181576001628780,1
-4887600555972589633,0
-4886339382404289135,1
-4885477604447542422,1
-4883320317778422448,0
-4880713477998230991,0
-4879326290785244246,1
-4877600977646479765,1
-4874226203129689982,0
-4871397388605178107,1
-4871393808236330767,0
-4871088363670966443,0
-4869777874898284806,0
-4869060047658696615,1
-4865235889608325514,1
-4864216317639460829,1
-4864082874991171552,0
-4863825385157054965,1
-4861799301850733003,1
-4860096500798739058,0
-4859604516815478572,1
-4857383263945217177,0
-4857292315305991960,1
-4857014432276256569,1
-4856160773986540391,0
-4856150769956127925,0
-4855864656114036088,1
-4854565924623241389,1
-4850281363446260939,1
-4849483649987184527,1
-4848326330764287523,0
-4847378962518309959,0
-4846997755653900707,0
-4846506938907339296,1
-4845196806009713282,1
-4843711828747686553,1
-4843351034901402228,0
-4841834281906805422,1
-4841592210587586246,0
-4838686371642613159,0
-4837284477464087652,0
-4836299153135986249,1
-4835115933304819069,1
-4833499354853600546,0
-4833445675275759854,0
-4832209856462275297,1
-4832132661387729703,1
-4831297591084556858,1
-4830605834495575550,1
-4829059987803845357,1
-4828689095063867884,0
-4828581951262033822,1
-4827956866863164402,1
-4824257332207009285,1
-4820592101382700587,1
-4819944643384511173,1
-4818451869912687146,1
-4816383063126167416,0
-4814297655880480092,1
-4812162859294169083,1
-4811250562923897941,0
-4810419368517059043,1
-4808872115299607290,1
-4808369445682741400,0
-4808026980368095774,0
-4807024938408815934,1
-4806094602476570539,1
-4803364957451541389,1
-4802080034996758031,0
-4800788150733384680,1
-4800460234012707762,1
-4800459438611094991,0
-4799106185283183809,1
-4798652696154236452,0
-4796105840204683399,0
-4794551511644940565,1
-4793963085016678762,1
-4793933823667205985,1
-4792768010884059834,1
-4792325541214253402,1
-4791727378014845783,1
-4791307606489971298,1
-4791222820382348591,0
-4789769298797941320,0
-4788678926615380429,1
-4787099938742063742,1
-4785040931456010217,0
-4785026936679676227,1
-4784286967001060408,1
-4781480543741702383,1
-4780620417016116722,1
-4778574797451739285,0
-4778545435892564318,0
-4776495583559014130,0
-4776332990209340728,1
-4776213991199109710,1
-4775336699906712822,1
-4774895471135006466,0
-4772820210522670859,1
-4770933295590446913,0
-4768071643810289341,0
-4767955776584126045,1
-4766847467976201515,1
-4766741250293955695,1
-4765868042727955151,1
-4762565457654824910,0
-4760718590091397670,0
-4759819513427922896,1
-4759327951974393590,0
-4759308139967063060,1
-4758991142859314055,0
-4756782218975879460,1
-4756478882986243927,0
-4756267977443765743,1
-4755530509017512167,1
-4753986411318566032,1
-4753447505318223920,0
-4752430474524745045,0
-4752298634573805877,1
-4751468074766226633,1
-4750984647630761641,1
-4749701554260202367,1
-4748293541414385641,1
-4747232587950727412,1
-4746288533860364380,1
-4745588557815003711,1
-4744327141509940441,1
-4742772435628507246,1
-4741487275336515649,0
-4741187299628227788,1
-4740538709207780625,0
-4739725219966136610,0
-4738869889990548700,1
-4737489599740089757,1
-4737078187206708724,0
-4736458869738707544,1
-4736112025360967211,0
-4735896839164730387,1
-4735624309006555481,1
-4735040197351980001,0
-4733279789208035868,0
-4731348086192587060,0
-4729625000715405085,0
-4729481109716400673,1
-4727372409831006871,1
-4727289614232314735,0
-4727241127767392947,0
-4726830529649980585,0
-4726528037760238366,0
-4726301453192866503,1
-4725637254716906087,0
-4725456240925684876,1
-4724295995272413663,1
-4724240973213554157,1
-4723001586322128599,0
-4720179524866842346,1
-4718732000734949252,0
-4712514999760863363,0
-4712237969733674084,0
-4711917466263985215,1
-4710717735668690721,1
-4710678276881661491,1
-4709790996797682219,1
-4708660074958769468,0
-4708558981398411411,0
-4707482961872142564,0
-4706497247635734848,0
-4706309305642853402,0
-4706120214686608714,0
-4705836022164016766,0
-4704718873118940912,0
-4704615279404936715,1
-4703806234943380646,1
-4700407773277952883,1
-4698635307782158104,0
-4697165402233396911,1
-4694886522288788627,0
-4694775555442923879,1
-4691208729082041447,1
-4690802234777224851,0
-4689261011127389179,1
-4687680637381120579,1
-4685022592599460243,1
-4683364883410463778,1
-4682163351958989493,0
-4681866704735052358,1
-4681283782214506948,1
-4679867068125584455,1
-4679799710581791404,0
-4678944269286110356,1
-4671685128309820399,1
-4670774162726516223,0
-4670074055911079928,0
-4669402777681630930,0
-4667263156158215695,1
-4665422378417915130,1
-4663520761631821505,1
-4659827493416918065,0
-4659078519706131424,1
-4656908148410323712,1
-4654730753394694458,0
-4651447559645999395,1
-4651280174988248559,0
-4650902304872032024,1
-4649790870331045977,1
-4649703186042185159,0
-4648803478256954454,1
-4647537477141225285,1
-4647310392759602157,1
-4646037707007334775,1
-4645801473066385788,1
-4645405118547290144,0
-4645283391728368653,0
-4644017539724405705,1
-4642762602684347015,0
-4642545537019697099,0
-4641411943829728130,0
-4641103615707958466,1
-4638847167251004322,0
-4638760995107354046,1
-4638393631462217440,0
-4638257728490100752,1
-4637994860640015180,0
-4637252946577158857,1
-4637083342975057435,0
-4636208606224433290,1
-4635195764844956856,0
-4635174997022031275,1
-4634708687800936118,1
-4633618133126606837,0
-4633583390814283457,1
-4632509662228259942,0
-4632327768031696078,1
-4630429371735378103,0
-4629597634170308996,0
-4629402074941822690,0
-4629187121121099167,0
-4628876266150556220,0
-4626812806073869477,0
-4625181140624148108,0
-4620381834153822544,0
-4619832426052711602,0
-4618137637416222349,1
-4617923836609810414,0
-4617296043208010748,1
-4617071397958768595,1
-4610729025123450937,1
-4609862520354808066,1
-4609509771080139306,1
-4608426225877353856,1
-4607062278029497353,0
-4606376311497643757,0
-4606324323137303329,1
-4603272435484989988,1
-4601717025694037999,1
-4601707496722080362,1
-4600688581968283507,0
-4600302556845917829,1
-4598562108518106281,0
-4597732982931544312,0
-4597572862058768880,0
-4596550729838600589,1
-4593439222664570261,1
-4591604630432645184,1
-4590689638989339987,0
-4589568797895242916,1
-4588858245538181989,1
-4588849015913874829,1
-4588233987277024901,1
-4586918087442024704,0
-4586849247184649093,1
-4586285225545578414,1
-4585081840899609104,0
-4581761516233582174,0
-4581326141500899741,1
-4579240413715674661,0
-4578460598619022136,1
-4578425024301075421,1
-4576146246777112151,1
-4575187432275870904,0
-4574641785534610429,1
-4573251959520180029,1
-4572601802567847003,1
-4572485306600306818,1
-4570044353063795828,0
-4569398618970104217,1
-4569157464148722212,1
-4568855664787069281,1
-4568729973456614615,0
-4567483592814990925,1
-4560856138816278445,0
-4560749552912264297,0
-4560477161836155168,1
-4558723958166077685,0
-4557917897991430653,1
-4557810863751946320,1
-4557670029979621229,1
-4557251210804918173,0
-4557245511997057980,0
-4555425524314548839,1
-4555279611623405112,1
-4554935654499408908,0
-4553917769647726100,1
-4550419522824115369,1
-4549835506917565356,1
-4549105994566586231,0
-4546791977822097461,0
-4544053006644121467,1
-4542503480701548065,1
-4539437747240054014,1
-4539161813014962713,1
-4538969632253872035,1
-4538119209244688737,1
-4537397872298287583,1
-4536636169691963895,0
-4536480886736263589,1
-4536313036351377507,1
-4535545471555320304,0
-4533399303685869306,0
-4528005074172358500,0
-4527216869759049754,0
-4526762991347474595,0
-4526464242292384932,0
-4524959297757894047,1
-4523534517157179866,0
-4522551102181951584,1
-4521739738619518740,0
-4521372498188826805,0
-4521185121097238147,0
-4518968889761582440,0
-4518286802575447294,1
-4517824890077288074,1
-4517704123099756521,0
-4517171587816963129,0
-4516007924223794868,0
-4515693823828523195,0
-4515172562006646259,0
-4513459672484017447,1
-4513373768344333607,0
-4512068166965945624,0
-4510636490983794784,1
-4508901923948533287,0
-4507649112817267655,1
-4507591819804294859,0
-4506073825789685528,1
-4504562604768558021,1
-4504376542555662751,0
-4503562632083208907,0
-4502507908780285263,0
-4501850633167966843,1
-4499198442598996542,1
-4496625195667720867,1
-4495887050551192949,0
-4492577154254445918,1
-4491921088122815959,1
-4490467806926774441,1
-4489089621862682443,0
-4488267324423056395,1
-4487849537756345196,0
-4487270476820162246,1
-4486299775953437554,0
-4484499642756671690,1
-4482971558365528585,1
-4481796899121656848,1
-4481525283160245632,0
-4481264984437970791,0
-4480424765961607393,0
-4476797518862593049,0
-4475897991765750239,1
-4474430854011186601,0
-4474346006202281703,1
-4472283505522995548,1
-4471762221559997239,0
-4471607803130208588,1
-4471552003793756006,1
-4470348253459693586,0
-4469144244918785874,0
-4468190204049261439,0
-4466402333424161841,0
-4465094035332443573,1
-4465051203847470974,0
-4464331946916149042,1
-4464067198226750823,1
-4463215498014035019,1
-4463208023909688296,0
-4463207839743132387,0
-4462969037962620460,1
-4462837066042819351,0
-4461617417441130851,0
-4460919592633636726,1
-4457682943818019652,1
-4457494137641419078,0
-4456650004147360943,1
-4454403236193758754,1
-4449067987023513902,1
-4448040284480015151,1
-4448023045509867765,0
-4447859592430832451,1
-4447059045315729190,1
-4446394411168765072,0
-4445366855152011462,1
-4445119665421739767,1
-4444426063484848939,0
-4444234194831666856,1
-4442964492023100777,1
-4442589553526119005,0
-4441786585045052218,0
